848	1577	
1894	1133	
693	305	
1164	1728	
306	1812	
151	306	
1230	1912	
1104	1175	
37	307	
1958	1974	
1376	908	
1985	308	
1963	33	
1561	1599	
541	309	
186	1148	
1564	940	
1069	557	
1949	1960	
311	1570	
1888	311	
1501	1513	
777	1957	
1708	312	
1615	545	
1820	340	
1991	313	
1142	1153	
540	1977	
1153	314	
1482	884	
1753	1462	
884	315	
1528	1303	
1624	1578	
1518	316	
1566	1279	
317	1200	
1467	1200	
1850	1865	
318	797	
162	318	
91	723	
319	329	
91	319	
1700	756	
320	190	
629	320	
1864	578	
5	1101	
5	321	
1219	1665	
322	1206	
1684	322	
42	1656	
1405	1417	
639	323	
1062	690	
750	324	
170	324	
286	1412	
1869	1526	
1412	391	
1802	1852	
1295	1505	
1852	326	
76	327	
817	250	
591	327	
1229	1490	
1246	715	
1490	328	
319	584	
588	652	
169	329	
1314	1976	
1435	1420	
1736	330	
550	72	
726	996	
331	520	
1046	1670	
332	1993	
1957	332	
1856	1616	
333	729	
548	1310	
1734	107	
1426	648	
1544	334	
738	672	
1302	1593	
1932	335	
1642	95	
712	713	
716	336	
337	1403	
735	593	
670	337	
1339	722	
1861	952	
722	338	
1989	711	
1703	613	
1343	339	
1820	1887	
713	1125	
1543	340	
957	1395	
1867	1611	
824	341	
1952	1788	
704	160	
1788	342	
730	1204	
343	1680	
1459	343	
832	1919	
1336	198	
732	344	
1828	1920	
682	1408	
1920	345	
27	1238	
346	1211	
1238	1211	
1403	1	
865	1399	
1984	347	
724	696	
348	753	
348	918	
364	1137	
692	169	
652	349	
1203	115	
630	1201	
1819	350	
1291	775	
1425	1074	
775	351	
1311	69	
1673	174	
352	1673	
361	1660	
505	1188	
768	505	
1214	152	
1573	1575	
152	667	
508	1394	
1458	1129	
1457	355	
1392	1300	
356	1241	
193	356	
1592	687	
1191	1678	
357	1488	
805	1290	
744	1756	
1410	358	
1496	398	
707	1423	
1496	359	
1277	1583	
1242	1018	
1517	360	
1660	1853	
1588	1813	
938	361	
804	448	
625	856	
804	362	
612	1823	
645	1461	
1823	363	
1459	1719	
364	11	
1719	1137	
1472	1992	
365	829	
188	365	
1786	772	
1737	10	
1729	366	
1657	148	
1801	1340	
34	367	
1017	1551	
368	1809	
1090	368	
1297	879	
1429	1751	
1330	369	
351	178	
745	642	
745	370	
690	889	
898	76	
898	889	
231	1686	
727	1549	
1380	372	
526	1355	
751	1247	
1355	373	
1973	781	
374	426	
194	374	
1084	697	
1905	1643	
1446	375	
585	723	
376	795	
185	376	
1693	1663	
1471	1586	
1727	377	
1622	808	
1196	1586	
1196	378	
1570	1888	
1648	862	
583	379	
1381	1837	
1913	636	
867	380	
157	1891	
1400	1922	
699	381	
98	673	
1489	1814	
1845	382	
1838	633	
1198	1883	
1912	798	
1290	1347	
1357	1601	
787	384	
672	1493	
1147	229	
81	1147	
1331	1834	
847	1858	
1834	885	
1766	1682	
654	418	
1620	387	
1870	171	
901	895	
1901	388	
1373	1483	
1531	1427	
1483	389	
1335	629	
1299	649	
1631	390	
391	1792	
1105	1916	
1792	1860	
668	19	
392	1874	
932	392	
622	802	
927	839	
209	393	
394	183	
760	136	
79	394	
1464	767	
1754	1386	
139	395	
214	778	
1098	1145	
1210	791	
1967	1090	
1525	22	
1325	397	
21	189	
398	1152	
724	398	
1616	1619	
399	1223	
207	399	
1886	794	
400	812	
1217	400	
1776	1540	
1903	1614	
881	401	
1545	1969	
1159	585	
810	854	
1092	785	
403	1454	
220	403	
1883	1333	
1151	1021	
1333	404	
1839	1128	
405	208	
40	405	
1114	793	
1724	796	
168	406	
1113	743	
1192	1367	
1871	407	
76	912	
795	825	
912	408	
461	1414	
156	1844	
156	409	
487	410	
410	929	
204	410	
1651	1761	
1986	456	
1515	411	
1210	214	
850	1099	
850	412	
1747	1984	
413	1929	
870	413	
1539	1577	
414	1640	
1236	414	
747	183	
1371	1208	
876	415	
600	1753	
96	1642	
96	207	
1577	1866	
417	1613	
1915	417	
1337	1131	
1774	1055	
1131	418	
986	224	
1255	427	
224	419	
221	972	
1364	1800	
1911	420	
308	1411	
1550	1879	
211	421	
1875	1156	
1602	1867	
1968	422	
821	1218	
902	428	
845	1978	
697	1452	
1095	1733	
1270	809	
1439	1712	
425	1617	
217	425	
1606	1625	
426	719	
111	426	
1520	813	
1668	863	
112	427	
902	1453	
1839	1641	
1738	428	
765	1718	
1350	1257	
765	1350	
1720	1421	
1639	237	
116	1639	
1412	933	
431	839	
210	431	
1668	1926	
920	1499	
1926	432	
1280	1322	
1320	1344	
1416	433	
39	942	
434	245	
942	434	
700	1598	
1909	167	
1904	435	
1435	1259	
1777	619	
1259	1777	
1135	1437	
1755	1784	
1164	437	
695	1183	
1167	444	
1157	438	
610	790	
439	968	
790	1587	
671	106	
1108	1491	
1717	440	
1319	1881	
1141	491	
1987	441	
1832	1805	
646	1750	
1117	442	
956	1113	
502	1757	
236	443	
1167	1768	
1751	1154	
1768	444	
1304	119	
1745	561	
957	445	
1826	1409	
900	765	
1826	1635	
41	1910	
1700	1369	
320	814	
804	202	
995	913	
202	448	
1032	18	
544	431	
449	878	
934	1696	
1292	1470	
1533	450	
1565	1393	
927	393	
1393	927	
1468	14	
803	1981	
14	803	
1192	1449	
453	1831	
1962	453	
999	1548	
1368	1272	
1368	454	
1712	117	
1289	1695	
909	455	
1737	866	
1102	1171	
1752	456	
133	1456	
1955	1298	
457	1306	
918	907	
911	804	
907	458	
1504	926	
1810	1022	
1892	459	
872	1940	
1896	1091	
917	460	
788	1576	
1433	106	
222	461	
1969	1721	
954	1685	
1721	462	
1242	1709	
1441	120	
931	982	
1974	826	
886	1097	
826	886	
1830	871	
1992	1971	
1103	465	
1925	1317	
1120	1988	
1317	466	
1250	1378	
906	943	
206	467	
468	1140	
747	234	
1876	468	
1799	958	
469	977	
247	469	
107	1840	
470	1227	
230	831	
1011	1359	
1288	0	
251	471	
1627	1591	
472	1756	
899	472	
1289	1697	
1427	915	
1261	473	
1212	840	
474	743	
1278	474	
1868	35	
904	469	
977	475	
1162	1434	
476	102	
1434	476	
524	1807	
1817	1735	
1775	477	
1489	1498	
1285	1519	
1020	1285	
1158	1628	
784	244	
1495	479	
1364	985	
1391	1238	
218	480	
1123	1726	
1961	1408	
1485	481	
242	962	
482	410	
53	482	
1976	1924	
1959	1790	
1924	800	
1149	65	
1542	860	
893	484	
1156	241	
1816	1294	
241	925	
1762	1397	
1326	1478	
771	1326	
625	54	
801	1718	
54	487	
225	1789	
1375	1967	
1789	1375	
1765	1702	
1600	1418	
1638	489	
62	894	
490	123	
234	490	
1213	1135	
491	1332	
843	491	
817	979	
960	625	
113	492	
1816	61	
1813	239	
976	493	
1093	968	
1587	439	
1093	970	
965	238	
1266	366	
1786	495	
1146	1492	
1848	1572	
1492	496	
1486	1859	
1889	1873	
1859	497	
121	1008	
987	62	
245	498	
1466	1413	
1001	973	
1500	499	
1676	1951	
1184	1441	
1184	945	
1961	1938	
984	740	
939	501	
443	1557	
1692	1057	
1557	502	
1556	1057	
1258	1016	
1474	503	
1160	256	
1006	1151	
256	504	
41	962	
1209	1524	
242	1061	
696	918	
506	498	
121	506	
507	1121	
1140	1876	
104	1876	
1394	1479	
1193	1047	
1479	508	
538	39	
1040	726	
259	1040	
1051	815	
993	897	
1235	510	
896	913	
1050	543	
913	511	
873	1758	
1979	1757	
1746	1011	
484	253	
513	1639	
253	948	
1667	1450	
1146	60	
255	514	
267	971	
1028	817	
1028	971	
1827	264	
1054	138	
1035	516	
132	988	
1281	665	
258	517	
1054	256	
1626	264	
1477	1160	
1233	967	
1122	537	
1036	1249	
604	997	
997	996	
997	520	
1298	1025	
1804	1954	
1808	521	
275	1084	
522	1354	
269	522	
1791	1038	
1168	1231	
1503	1168	
1460	1747	
524	1633	
257	524	
963	1452	
1060	718	
1033	525	
1355	1473	
1933	517	
1473	1862	
260	1067	
1688	1181	
1175	527	
615	1594	
1487	684	
1833	528	
1837	1764	
1256	1979	
1072	529	
536	137	
530	889	
137	530	
1282	1824	
531	1645	
135	531	
261	1032	
532	72	
30	532	
534	1136	
1046	560	
266	533	
1136	1605	
1083	130	
1136	1276	
1532	1502	
1744	1701	
1029	535	
622	1085	
536	1075	
261	536	
1122	131	
1731	67	
1122	1015	
39	259	
1044	861	
259	538	
1908	1318	
974	1779	
133	539	
568	1481	
1830	1923	
1432	1153	
309	1409	
1386	1385	
1826	541	
1456	1053	
1315	24	
1404	542	
971	142	
142	1050	
142	543	
933	286	
544	42	
286	544	
277	1884	
545	1887	
277	203	
757	79	
546	509	
136	546	
282	32	
1214	1710	
1005	547	
1240	1880	
1616	754	
176	548	
1624	274	
1501	147	
274	549	
142	267	
550	137	
267	550	
1878	130	
551	262	
1112	551	
1841	1251	
1865	1177	
162	552	
1536	1152	
553	1205	
285	553	
1628	1723	
554	268	
1723	554	
1225	1172	
1116	279	
1172	555	
1312	74	
1513	1463	
1708	556	
103	310	
1069	1334	
310	557	
1288	1340	
558	272	
24	558	
1202	287	
559	140	
1202	1341	
1382	1444	
1455	1094	
1444	560	
708	1341	
1353	287	
1341	561	
290	150	
562	1666	
1190	562	
1590	1714	
135	64	
135	1080	
1702	1207	
564	1936	
1068	1936	
724	1124	
565	1058	
1124	565	
1946	1327	
1693	1126	
283	566	
589	1245	
1597	634	
1070	567	
1329	1481	
1504	1742	
1329	568	
1377	1525	
1894	693	
1937	569	
449	293	
570	165	
293	570	
571	264	
360	163	
931	1018	
808	132	
1228	1220	
1530	572	
1426	1494	
1467	1566	
1494	573	
1265	1078	
627	1842	
1507	574	
1054	77	
575	608	
1773	575	
576	1596	
1244	155	
1661	576	
1671	1132	
577	1521	
1907	577	
1442	1106	
578	1448	
1106	321	
1788	143	
579	283	
1126	579	
82	42	
580	286	
42	580	
1228	278	
581	1272	
1228	326	
1580	1931	
1468	49	
1931	582	
179	1765	
1741	19	
9	583	
584	692	
584	329	
169	584	
1159	91	
91	170	
91	585	
1361	297	
1989	638	
297	586	
563	279	
1704	1912	
279	587	
802	329	
588	169	
329	588	
589	567	
1130	1934	
1677	589	
1562	1538	
1148	1348	
1538	590	
53	912	
591	898	
76	591	
592	1387	
302	1222	
302	592	
735	75	
1088	165	
75	593	
1559	1908	
281	1092	
281	594	
1666	1190	
595	32	
282	595	
303	1815	
1842	1476	
1815	596	
1065	544	
597	165	
1065	597	
1424	1417	
598	306	
151	598	
961	1109	
599	628	
1109	599	
1215	1571	
600	635	
1571	600	
899	291	
601	1073	
291	601	
1390	1271	
934	1376	
308	602	
1260	276	
1114	1567	
276	603	
331	72	
604	30	
72	604	
680	1316	
605	82	
1316	605	
791	214	
462	1269	
110	606	
1603	304	
607	1005	
691	1732	
608	1773	
1181	37	
1352	608	
900	429	
1718	1257	
429	609	
1254	59	
1138	553	
59	610	
1836	1470	
1691	1302	
1836	1593	
1406	317	
1655	381	
363	317	
540	1153	
613	1829	
160	613	
766	1541	
1132	273	
149	614	
1594	1821	
615	134	
1821	615	
1419	221	
1394	355	
221	616	
68	1280	
1174	17	
294	617	
710	1133	
1615	1244	
155	618	
1777	1611	
1608	1387	
144	619	
620	1274	
325	1526	
1803	620	
162	621	
1177	1267	
1163	621	
1085	324	
802	324	
324	622	
27	1610	
1610	1206	
1610	623	
196	1188	
653	1107	
196	1209	
960	362	
625	21	
362	625	
854	376	
626	795	
376	626	
1795	1665	
627	574	
83	627	
628	1109	
1952	143	
1760	628	
1897	28	
447	320	
1313	1700	
1819	1203	
1794	1201	
1794	630	
325	1412	
1564	1334	
933	1081	
292	1535	
1506	291	
1506	632	
1704	1956	
633	307	
1956	633	
1597	1694	
430	1059	
1694	634	
600	289	
1331	73	
1634	635	
1913	181	
636	1271	
1985	636	
343	1204	
1650	1148	
1650	637	
1431	1373	
1273	827	
44	638	
725	1632	
1812	605	
1632	639	
25	381	
90	1922	
381	640	
347	763	
46	1213	
1139	215	
1490	1825	
642	888	
1569	642	
340	1887	
643	762	
1887	643	
1423	1076	
644	1176	
315	644	
645	317	
1406	1461	
1406	645	
721	1948	
646	1117	
1948	646	
300	1508	
647	1522	
300	647	
1426	343	
1119	621	
1267	648	
12	1914	
1588	938	
1914	649	
798	1451	
1054	271	
1451	504	
1187	344	
1336	732	
1346	651	
1497	11	
11	588	
1497	588	
1826	309	
624	1209	
1561	653	
654	198	
1337	1620	
1319	1337	
1706	1272	
655	1311	
326	655	
1266	99	
1515	1761	
1515	656	
657	1755	
301	337	
1728	657	
579	1519	
658	1343	
339	658	
1618	201	
1551	1612	
201	659	
422	1349	
660	1222	
341	660	
1955	1260	
1302	1470	
141	661	
388	171	
1787	1219	
1787	662	
1605	1323	
1947	1993	
1323	663	
174	36	
1253	1052	
36	664	
1662	158	
1852	655	
1311	665	
731	1224	
666	1707	
1631	1707	
1575	175	
667	1672	
354	667	
689	1570	
668	1741	
379	668	
1649	1206	
669	1265	
161	669	
337	154	
670	876	
154	670	
1580	582	
671	1882	
1332	671	
1540	85	
672	335	
85	672	
1229	1845	
673	382	
1845	673	
387	1682	
674	1106	
1442	674	
675	564	
1466	1686	
311	675	
771	1869	
1105	831	
391	676	
336	1215	
1642	1683	
416	677	
798	1838	
678	1352	
153	678	
1568	1129	
1364	1911	
1129	679	
1316	1510	
1510	755	
1316	1433	
1921	1428	
681	1174	
1428	681	
1036	1509	
148	1110	
1509	682	
1945	1125	
683	298	
26	683	
1487	367	
1801	34	
367	684	
1445	1262	
1522	1904	
167	685	
772	1438	
1579	1819	
350	686	
1391	1488	
1973	357	
1488	687	
1338	1986	
1729	1563	
366	688	
379	93	
1686	1750	
1380	689	
371	170	
690	324	
170	690	
607	338	
1603	952	
1861	691	
1150	349	
692	1841	
1150	1841	
305	8	
1511	70	
8	693	
694	776	
1604	26	
776	1604	
549	1247	
695	1518	
316	695	
1018	1636	
696	1124	
918	1517	
1589	195	
697	1906	
195	697	
332	1670	
698	664	
1670	698	
1163	90	
699	640	
1163	640	
435	1257	
885	1331	
84	700	
1680	1719	
1565	1348	
186	701	
1680	1137	
1850	1177	
1850	702	
1655	1339	
703	1921	
166	703	
1555	1646	
704	770	
1646	704	
705	603	
705	1932	
1846	705	
218	1770	
1238	346	
1770	706	
1858	1031	
1496	315	
707	359	
561	20	
1156	1243	
1968	708	
709	346	
1192	1301	
407	709	
1133	1970	
1870	596	
1970	710	
1989	159	
711	1178	
159	711	
1571	1675	
1675	1362	
1675	712	
1362	149	
1902	1125	
1902	713	
1711	1614	
1531	180	
1614	714	
1246	1783	
715	1531	
1783	715	
336	1966	
1966	1907	
1966	716	
112	1739	
1739	1897	
1739	717	
1216	1230	
383	1309	
1198	1309	
719	111	
1458	1457	
1950	719	
1822	1690	
720	1736	
330	720	
1868	436	
1777	819	
436	721	
1339	1849	
1143	216	
1849	722	
898	185	
723	376	
185	723	
856	189	
724	92	
189	724	
1632	323	
725	735	
323	725	
1050	331	
520	72	
331	726	
35	372	
727	1380	
372	727	
566	377	
728	811	
1471	728	
333	1310	
1191	1488	
1310	729	
573	1566	
334	191	
334	730	
1629	12	
731	390	
1224	390	
1982	97	
1534	1336	
1982	1336	
1979	1857	
1692	51	
502	733	
1455	1874	
1673	36	
352	734	
1405	1096	
735	670	
1096	735	
263	202	
736	113	
202	736	
1213	1	
737	437	
1164	737	
738	335	
406	1448	
406	738	
1928	1609	
739	1763	
295	739	
1747	1990	
740	97	
1990	740	
1263	1736	
741	330	
1736	741	
1291	1425	
1425	1229	
1425	742	
474	232	
232	407	
232	743	
1245	358	
744	57	
86	57	
370	351	
1554	999	
351	1379	
837	1447	
746	937	
403	746	
183	1687	
747	1927	
468	747	
354	152	
748	780	
1186	748	
449	597	
449	210	
449	749	
91	750	
750	802	
319	750	
698	1100	
751	187	
373	751	
1098	1410	
752	358	
1410	752	
360	1583	
7	348	
1583	348	
548	333	
1422	1907	
1521	754	
440	1885	
755	1433	
1885	755	
1313	717	
756	1897	
717	1897	
394	75	
757	136	
394	757	
385	1493	
1971	1101	
81	758	
316	1303	
759	1603	
78	759	
270	165	
757	593	
165	760	
1173	175	
761	377	
1727	761	
643	1749	
1378	467	
206	762	
1221	6	
1189	1371	
1189	1208	
1569	1863	
764	1783	
1863	764	
1635	204	
204	487	
204	765	
614	313	
1820	1991	
313	766	
767	1107	
1107	1464	
1464	1599	
1629	1465	
1660	1188	
1465	768	
95	1683	
1619	1856	
207	769	
143	80	
770	160	
1829	770	
1576	409	
1762	1526	
1844	771	
1438	205	
1729	688	
205	772	
1041	1560	
1763	767	
66	773	
980	1795	
774	1206	
322	774	
1291	38	
1935	1220	
38	775	
435	1598	
776	1226	
1598	776	
1182	312	
777	1708	
312	777	
1210	1396	
1237	584	
412	778	
1529	397	
779	4	
397	779	
1186	1528	
187	373	
1528	780	
1880	1170	
781	1592	
194	781	
178	94	
782	1980	
1368	782	
1498	1964	
1246	764	
1964	783	
1419	616	
784	1495	
479	784	
539	1779	
785	403	
220	785	
1445	1202	
786	139	
395	786	
805	1347	
1180	1130	
1347	787	
82	1656	
788	409	
156	788	
789	183	
1345	1740	
183	1345	
463	243	
