1194	1300	
908	919	
1879	905	
967	344	
1484	275	
2	1104	
3	953	
1283	921	
806	5	
1740	994	
1560	1811	
1690	1287	
274	1578	
1497	1850	
896	511	
48	1357	
364	1161	
53	327	
1299	239	
1677	567	
285	7	
1945	146	
1577	8	
1002	1960	
1207	1765	
80	1658	
1397	676	
1293	853	
1817	789	
1008	995	
1150	1251	
1299	946	
649	12	
1155	1574	
1055	1430	
1298	13	
1233	344	
1761	1646	
299	1965	
51	1782	
1215	600	
548	1856	
1740	1307	
931	1242	
1514	16	
656	1555	
1100	1052	
1669	1280	
46	1728	
515	530	
1085	18	
634	551	
572	808	
1741	792	
446	1385	
1608	442	
1349	20	
907	121	
105	653	
856	21	
1937	1525	
1851	1374	
4	22	
1695	1697	
761	1173	
339	23	
807	1764	
615	955	
1134	1895	
1651	961	
702	1177	
855	1566	
1970	1771	
1816	773	
762	26	
945	1155	
1806	1367	
623	27	
805	396	
324	1062	
1798	28	
1260	603	
88	1118	
44	29	
544	933	
538	942	
570	30	
124	554	
31	1733	
1317	525	
1663	1666	
607	691	
17	32	
1257	1598	
1353	1918	
1385	33	
834	265	
1288	1042	
24	34	
1868	721	
1797	1323	
727	35	
1389	1455	
1253	1100	
1281	1253	
1232	1452	
608	1104	
1679	37	
328	192	
1706	1295	
98	38	
971	543	
1189	415	
511	1040	
923	794	
715	1431	
1630	40	
41	1465	
723	170	
825	41	
1139	1403	
286	1803	
280	42	
1032	570	
486	771	
940	43	
1939	385	
314	1142	
29	827	
1771	1133	
1745	20	
341	45	
1319	441	
1844	486	
1	46	
1902	1541	
1806	709	
1132	47	
787	1601	
1494	648	
820	48	
1432	540	
1580	440	
1843	1468	
1669	1553	
1562	590	
10	50	
616	1225	
1559	594	
1898	51	
552	349	
854	626	
91	52	
889	515	
765	429	
327	910	
487	625	
315	707	
398	54	
1698	1475	
1941	1880	
1796	55	
594	1092	
1271	1647	
1411	56	
1627	966	
1520	1421	
1145	57	
1532	697	
984	1919	
1775	1235	
1242	951	
754	1683	
930	59	
875	1413	
1890	1667	
973	60	
140	1875	
992	1527	
1944	61	
789	1687	
504	518	
941	62	
1890	1612	
63	1324	
1962	63	
479	1158	
1883	1086	
1080	64	
1420	1689	
1652	74	
1037	65	
1107	1599	
1234	300	
767	66	
1306	1053	
519	1233	
542	67	
433	1280	
1327	947	
150	68	
352	158	
1220	1730	
665	69	
545	277	
1387	1930	
1767	70	
984	832	
1701	1943	
1657	71	
515	267	
604	570	
604	532	
1185	635	
1250	1508	
1226	73	
262	663	
1463	1247	
1947	74	
657	1164	
165	546	
670	75	
505	41	
371	690	
408	76	
153	504	
1401	1827	
1352	77	
1573	1672	
759	1183	
304	78	
894	1044	
757	75	
136	79	
1658	1703	
1923	1178	
1703	80	
1846	1480	
1977	1432	
796	81	
725	280	
306	1784	
1656	1872	
779	1529	
1191	1649	
1842	83	
1909	1350	
841	1152	
223	1834	
1939	1540	
661	1955	
401	85	
589	358	
1520	1165	
57	172	
924	831	
557	103	
1564	87	
1118	1953	
1614	1972	
1953	88	
852	1965	
838	1430	
1436	89	
1119	1163	
1400	25	
797	90	
1099	1286	
622	18	
1286	91	
918	1636	
398	359	
696	92	
1725	675	
93	862	
1648	93	
1439	1379	
94	581	
1935	94	
769	754	
1671	273	
1422	95	
1462	635	
1223	1644	
1239	96	
1027	1558	
843	1332	
413	97	
742	1291	
1946	566	
673	1196	
686	1478	
1320	1279	
366	99	
1854	1447	
100	288	
1328	100	
1255	629	
505	353	
1910	101	
1942	1358	
1913	1958	
181	102	
1334	940	
750	329	
940	103	
903	1905	
1927	1440	
424	1440	
1524	1398	
910	492	
1003	105	
97	1929	
461	1872	
1115	106	
877	844	
1719	343	
883	107	
78	1603	
1922	1154	
1143	108	
442	1930	
1618	659	
914	109	
1286	52	
1545	1098	
1545	110	
1172	616	
823	1024	
1950	111	
1627	419	
1165	1421	
1335	427	
263	736	
960	487	
362	113	
807	916	
1758	969	
1623	1072	
1729	1266	
49	1931	
1537	115	
1668	432	
1007	330	
432	116	
828	489	
497	428	
1759	117	
1667	1612	
895	1901	
1967	118	
1661	1596	
1543	1125	
1596	119	
1170	1240	
1363	610	
243	120	
458	1008	
1006	16	
498	121	
122	1871	
1649	1678	
1211	122	
123	466	
490	1021	
830	490	
1407	1038	
1359	512	
1030	124	
1121	58	
1664	1558	
510	125	
368	1248	
919	1376	
1647	126	
1314	1944	
1653	1611	
1243	212	
355	1000	
1704	1230	
1383	128	
65	1681	
129	1094	
1199	129	
1878	1059	
1605	1797	
893	130	
1384	1055	
1731	542	
1917	1731	
1716	1622	
1802	326	
517	1530	
1758	1134	
1356	785	
1404	1456	
815	1123	
1503	1744	
1821	134	
1354	268	
1216	587	
1645	135	
79	1044	
520	604	
1064	546	
1062	1085	
550	142	
1075	137	
1127	16	
1401	1035	
271	518	
624	1524	
1754	1445	
541	139	
925	295	
1928	1202	
1609	140	
603	1846	
611	1836	
1302	141	
550	331	
511	1043	
331	142	
342	1952	
1126	1722	
1760	143	
1653	1867	
1539	1767	
1222	144	
1536	1482	
145	1644	
1087	1644	
1945	1983	
298	1331	
1983	146	
567	556	
549	1624	
1513	147	
537	1780	
148	71	
1780	148	
1362	1516	
577	729	
1516	149	
68	617	
1835	1173	
617	150	
735	1405	
1872	1414	
639	151	
1173	595	
1186	780	
1710	152	
1899	1956	
678	271	
633	678	
1096	1417	
75	876	
763	154	
1377	569	
576	1395	
693	155	
725	42	
1762	676	
1274	156	
1119	1891	
612	363	
1200	157	
932	1874	
19	792	
1523	158	
1361	586	
1818	1178	
1273	159	
1555	1402	
1923	1343	
1829	160	
1610	1806	
1476	47	
1684	161	
1297	48	
1163	699	
1321	162	
1144	571	
285	1124	
1517	163	
492	327	
371	723	
591	164	
749	544	
760	757	
1088	760	
1655	25	
166	1921	
338	166	
1262	1386	
1522	694	
1904	167	
674	1607	
1724	1493	
1448	168	
1251	1237	
1161	209	
652	169	
376	585	
622	393	
750	170	
1894	710	
1787	83	
596	171	
1296	1694	
172	744	
86	172	
791	1290	
1180	1934	
358	173	
1455	734	
1957	1182	
664	174	
1575	846	
811	1327	
846	175	
1941	357	
577	1422	
1310	176	
892	1579	
1468	452	
1794	177	
328	1229	
1379	999	
1935	178	
1980	9	
231	1413	
583	179	
1431	1246	
180	959	
1863	180	
102	1434	
1985	1411	
983	181	
1076	1462	
398	1031	
1076	707	
894	861	
876	1208	
861	394	
156	620	
184	87	
1081	184	
898	408	
626	28	
795	185	
637	1148	
451	1719	
1148	1565	
1186	1303	
1182	777	
316	187	
1106	1436	
568	459	
829	188	
448	911	
724	1152	
92	189	
1914	1629	
1700	626	
629	1700	
573	1426	
1077	1621	
1544	191	
783	1498	
811	1471	
1498	192	
1942	867	
1582	1212	
1241	193	
970	857	
1568	679	
1415	194	
1452	1317	
1589	1446	
1589	1270	
1629	768	
196	1785	
624	1785	
1593	401	
1711	714	
1699	1217	
418	651	
858	1275	
1534	198	
654	651	
199	1607	
1620	199	
305	848	
414	978	
1640	200	
928	874	
1090	118	
874	201	
907	21	
736	971	
362	202	
614	766	
203	1749	
1884	203	
609	900	
910	53	
929	204	
1579	936	
1737	456	
1563	205	
1749	1884	
1512	1234	
1304	206	
336	677	
842	1743	
822	207	
1859	1283	
208	1630	
405	1630	
1161	927	
839	878	
927	209	
597	749	
210	839	
878	210	
56	1696	
1550	1128	
1879	211	
1689	1690	
212	949	
127	212	
110	1396	
1369	756	
402	213	
1969	110	
1297	369	
396	1781	
1399	1984	
870	1929	
641	215	
1180	882	
1143	1400	
108	216	
1554	1548	
217	1617	
1980	217	
964	122	
1391	687	
706	218	
1651	1360	
219	844	
877	219	
539	974	
1328	288	
1454	220	
244	1782	
719	1568	
420	221	
1293	1108	
680	1784	
1717	222	
765	801	
359	1423	
1031	223	
1224	1631	
419	1591	
1255	1335	
460	872	
1219	662	
1831	225	
497	902	
1390	1647	
1453	226	
1335	112	
899	601	
813	227	
1019	1772	
1927	1305	
404	228	
229	1273	
1992	1101	
1147	1103	
334	1344	
831	10	
1734	230	
1466	1570	
1868	1637	
1750	231	
1166	1300	
1301	1449	
474	1301	
1213	1437	
1882	106	
437	233	
861	747	
490	869	
123	234	
1218	849	
1212	1365	
1097	235	
236	1169	
1623	114	
1009	236	
1059	948	
976	483	
1790	237	
1402	1810	
1203	350	
1892	238	
1041	938	
920	1959	
1499	239	
1827	1104	
1363	1277	
982	240	
561	708	
1263	741	
1243	241	
912	962	
1398	105	
1003	242	
945	1606	
842	930	
1587	243	
1782	1419	
1359	1746	
784	1474	
995	434	
987	941	
62	245	
1002	1949	
1308	1572	
1500	246	
720	1689	
1014	1037	
1689	247	
998	1118	
1889	1004	
1873	248	
682	1961	
939	1769	
125	249	
736	362	
1028	591	
979	250	
989	1168	
1288	1801	
0	251	
252	58	
994	1345	
1735	252	
1690	1799	
253	130	
893	253	
1581	1082	
1556	1692	
1256	254	
1889	1759	
1017	496	
1638	255	
1626	506	
1021	987	
506	256	
249	510	
524	1307	
1633	257	
258	780	
665	1802	
1933	258	
896	1043	
509	1064	
509	259	
1155	1067	
944	37	
527	260	
449	1032	
536	1062	
532	261	
663	551	
1284	65	
262	1112	
736	543	
1050	726	
543	263	
264	1144	
516	1401	
1048	1035	
834	1954	
537	1036	
131	265	
1264	129	
1674	1673	
560	266	
515	137	
550	1075	
137	267	
1063	1943	
563	587	
1723	268	
375	134	
1484	268	
535	269	
760	546	
996	1040	
270	546	
678	77	
271	504	
678	1054	
1908	1134	
1315	1893	
24	272	
1476	1132	
273	716	
1132	1516	
173	1130	
1501	1463	
1130	1501	
1484	1824	
990	1772	
1824	275	
13	1025	
1114	1480	
1567	276	
1771	618	
1244	1511	
1615	277	
1730	1228	
1802	1056	
1530	278	
563	1116	
1899	944	
128	279	
725	593	
597	293	
593	280	
558	1318	
1581	1358	
1356	281	
1663	562	
1900	17	
1190	282	
947	579	
1693	562	
1126	283	
955	71	
284	1038	
1407	284	
7	1138	
884	182	
1138	285	
1803	1274	
544	597	
42	286	
1512	943	
1609	395	
1341	287	
1328	1691	
1593	85	
1691	288	
1753	1252	
1634	298	
146	289	
342	599	
290	1722	
1109	290	
1296	1720	
744	1145	
632	291	
1652	1597	
1694	632	
1089	1535	
597	1088	
570	270	
165	293	
1823	1461	
1174	1900	
1461	294	
1294	773	
1464	395	
1763	295	
296	669	
1507	1684	
161	296	
389	1373	
586	339	
638	297	
289	1983	
1604	1378	
26	298	
1201	177	
1332	1141	
582	299	
1754	1262	
1250	694	
685	300	
347	1208	
1424	1096	
1403	301	
1930	1608	
1539	70	
144	302	
303	614	
1870	388	
596	303	
354	547	
1921	681	
1732	304	
