-176.448	9.96674	203.949	
-133.932	-164.228	167.035	
-107.939	149.827	196.893	
-230.933	116.715	76.7835	
-239.458	121.928	-24.8844	
-210.655	-147.977	80.5601	
-106.283	-126.776	213.176	
-90.8714	212.867	138.874	
-222.26	145.238	-47.9508	
-254.417	16.7952	-88.3867	
-142.138	-225.071	-44.0331	
-94.9534	-166.146	-190.215	
-112.624	122.601	-212.438	
-219.672	-46.8749	149.561	
-194.619	-169.312	79.31	
-142.626	196.614	117.692	
-86.8834	69.904	245.704	
-201.4	-130.106	-123.839	
139.608	-191.991	-120.595	
-241.876	15.0736	-118.661	
-181.485	164.913	-112.619	
63.2671	248.8	74.258	
-234.012	130.372	-32.6308	
-245.28	-109.687	-25.1034	
-201.216	-13.8077	179.303	
-158.124	-141.717	-166.604	
-150.874	222.77	-20.0103	
-183.667	162.566	112.514	
-91.4125	43.8134	-250.105	
-251.528	-90.7647	36.5425	
207.467	-164.479	-32.368	
-99.7467	-6.57703	250.695	
-210.654	-122.893	-115.581	
-118.134	212.928	-116.219	
-194.585	-21.4084	185.764	
-222.276	70.6474	-135.836	
-218.11	-10.9891	-158.553	
-108.579	114.459	218.989	
-250.972	-47.4102	-87.1968	
169.939	4.9742	205.292	
-264.139	-43.1305	34.6505	
-64.1197	134.286	-222.595	
-75.4999	-251.362	55.3507	
-104.71	-240.806	-62.4171	
-251.134	-95.5328	24.4457	
-187.387	172.782	-88.6607	
-139.358	-173.192	152.872	
-194.356	184.799	29.8988	
-136.382	-90.217	-214.705	
-189.947	-181.574	61.3137	
-140.765	-223.167	-56.8512	
-174.429	101.374	179.099	
-92.9494	-65.5283	-244.662	
55.9084	172.483	-195.618	
-13.5894	266.147	-2.25259	
-174.284	114.721	171.168	
-253.175	2.54979	93.4675	
-138.722	-7.5503	-231.402	
-121.065	-66.7479	231.78	
-111.592	209.593	128.107	
-259.557	54.0858	-50.3026	
-153.908	133.973	-176.615	
73.6941	51.0472	251.144	
-237.705	109.624	65.4971	
-139.522	68.2829	220.749	
-189.323	55.505	-184.224	
-139.851	155.445	-170.676	
-212.124	-46.9964	160.131	
-193.577	-162.631	-94.073	
-223.811	-19.7484	-149.523	
-209.664	152.784	-73.9257	
-169.762	-33.913	207.065	
254.804	-78.2126	-6.06408	
-126.284	237.774	-18.541	
-171.821	-3.92363	-208.097	
-11.8229	-194.471	182.32	
95.6141	121.791	-216.918	
-78.5215	130.432	222.881	
-198.989	-85.2717	-161.124	
63.2454	-116.601	231.261	
-222.388	-149.936	-29.4516	
-233.266	-115.722	70.7632	
-108.729	-233.174	81.3722	
-210.121	162.331	48.1307	
-108.385	246.14	-22.0335	
-245.47	-79.5205	79.1356	
-142.933	-17.0308	-228.354	
-110.65	-236.239	-69.3233	
-265.942	-35.5669	-28.6617	
-194.745	-157.392	100.759	
-146.263	-129.643	-186.028	
-45.482	-67.1676	-253.595	
-38.883	226.117	137.788	
-239.501	38.0878	-118.327	
-253.407	-24.8476	-89.3915	
-146.005	217.663	64.1927	
-126.808	227.368	71.2537	
-165.832	-125.096	172.272	
-246.615	-59.9924	-91.7234	
-182.167	-196.889	-29.8559	
-248.317	-23.4525	103.058	
-96.3794	127.252	-217.632	
-240.163	30.0036	119.381	
-99.2826	-220.147	-119.957	
-99.666	-51.7674	245.435	
-107.76	191.174	-157.002	
-157.806	-196.621	96.2651	
-139.08	-216.809	-80.3492	
-175.178	-107.633	-174.674	
-244.505	97.5536	-59.3937	
-105.363	-35.282	-245.762	
-137.615	147.805	178.921	
-114.528	61.2536	-236.559	
151.254	213.593	-51.4027	
-217.334	73.0054	142.362	
-177.525	-199.915	36.4303	
-139.963	63.4628	-221.871	
-266.65	5.35128	-41.2093	
-244.239	113.085	19.096	
-181.096	190.448	-61.22	
-116.81	183.374	159.94	
16.1593	179.951	194.833	
-198.716	137.251	120.45	
-81.2885	-8.1155	257.019	
-156.218	52.3685	213.751	
-136.696	-53.5495	226.46	
-259.142	43.8797	61.0059	
-190.861	117.752	-150.065	
-127.054	105.599	213.333	
-209.693	48.0376	-162.904	
-171.537	41.7339	-204.095	
-204.212	-63.2946	164.664	
-235.932	-65.6314	-113.458	
-215.95	-14.3183	161.195	
-144.706	-11.201	227.584	
-129.492	71.3357	225.837	
107.482	-154.477	188.527	
241.106	-19.8999	-111.415	
-70.8749	112.519	234.887	
-127.133	193.561	-138.506	
-159.837	171.943	-133.103	
-240.606	-57.0009	108.081	
261.401	48.3991	-17.3902	
-218.492	-152.051	-43.8374	
-217.36	123.183	-101.933	
-110.321	229.149	90.3323	
-147.629	224.764	22.326	
-170.371	-30.4743	-207.057	
-177.508	-42.5319	198.752	
-176.741	202.411	24.5659	
-205.347	-150.513	-89.2489	
-115.742	-212.358	119.744	
-213.783	-90.4948	-137.368	
-84.1744	106.956	233.077	
-106.434	-171.72	178.791	
-209.441	167.819	-26.9555	
-117.212	-240.649	34.4056	
-146.628	-165.973	-154.265	
-229.706	-3.55343	-141.643	
-243.362	-115.979	11.1103	
-213.63	-164.347	-10.5367	
-189.494	177.894	72.6585	
-122.426	-133.97	-199.59	
-82.008	196.869	165.473	
177.181	55.1389	-190.54	
143.556	-208.696	85.7172	
-178.263	-129.612	-155.754	
-127.45	226.341	-73.0307	
-222.869	-109.997	105.056	
-92.8205	-134.274	-214.854	
59.3268	-70.7378	-248.672	
-218.142	157.026	24.3228	
-147.468	-7.1182	-225.946	
-153.058	-42.4607	-218.218	
-211.802	-2.78626	-167.256	
-226.962	-105.945	-100.464	
-153.753	189.865	114.673	
-171.156	-198.169	65.1459	
-257.584	-29.846	-74.8213	
-253.862	29.6721	-86.7246	
-264.306	-52.6186	-12.8789	
-245.808	24.0464	108.74	
